,Rank,Name,GP,MPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,TOV,PF,ORB,DRB,RPG,APG,SPG,BPG,PPG,Height,Weight
1166,1167,Stanley Roberts,300,19.6,3.5,7.1,0.499,0.0,0.0,0.0,1.5,2.8,0.514,1.2,3.5,1.7,3.5,5.2,0.6,0.4,1.3,8.5,213.36,131.54168
1172,1173,Jamaal Tinsley,547,26.4,3.2,8.2,0.39299999999999996,0.7,2.4,0.299,1.3,1.9,0.716,2.5,2.4,0.6,2.3,2.9,6.1,1.4,0.3,8.5,190.5,88.45044
1173,1174,Tyronn Lue,554,22.7,3.2,7.3,0.43700000000000006,0.8,2.1,0.391,1.3,1.6,0.8290000000000001,1.2,1.9,0.2,1.5,1.7,3.1,0.5,0.0,8.5,182.88,79.3786
1174,1175,Lindsey Hunter,937,24.8,3.2,8.2,0.38799999999999996,1.1,3.2,0.36,1.0,1.3,0.746,1.2,2.0,0.5,1.7,2.2,2.7,1.2,0.2,8.5,187.96,88.45044
1178,1179,Travis Outlaw,622,20.9,3.2,7.6,0.423,0.6,1.6,0.337,1.5,2.0,0.7440000000000001,0.8,1.7,0.8,2.4,3.2,0.8,0.5,0.6,8.5,205.74,95.25432
1181,1182,J.R. Reid,672,22.9,3.2,6.8,0.47200000000000003,0.0,0.1,0.135,2.0,2.8,0.716,1.4,2.9,1.5,3.5,5.0,1.0,0.8,0.4,8.5,208.28,112.037224
1183,1184,Juan Dixon,436,19.5,3.2,7.8,0.413,0.8,2.2,0.341,1.3,1.5,0.833,1.3,1.7,0.4,1.5,1.9,1.8,0.8,0.1,8.4,190.5,74.389088
1192,1193,Michael Kidd-Gilchrist,446,24.6,3.3,6.9,0.474,0.1,0.2,0.272,1.8,2.5,0.715,0.9,2.1,1.6,3.8,5.4,1.2,0.7,0.7,8.4,200.66,105.23334399999999
1199,1200,Jerryd Bayless,586,21.3,2.9,7.1,0.41100000000000003,0.9,2.4,0.361,1.7,2.0,0.818,1.4,2.1,0.3,1.8,2.1,2.9,0.6,0.1,8.4,190.5,90.7184
1200,1201,Stromile Swift,547,19.8,3.1,6.6,0.473,0.0,0.0,0.07400000000000001,2.1,3.0,0.6990000000000001,1.3,2.5,1.6,3.0,4.6,0.5,0.6,1.2,8.4,205.74,102.0582
1202,1203,Dorell Wright,549,22.4,3.0,7.1,0.424,1.1,3.1,0.365,1.2,1.5,0.8059999999999999,0.9,1.4,0.7,3.1,3.8,1.5,0.8,0.5,8.4,200.66,95.25432
1203,1204,Marc Jackson,387,19.6,3.1,6.9,0.446,0.0,0.1,0.226,2.2,2.7,0.8140000000000001,1.2,2.0,1.6,2.6,4.3,0.8,0.4,0.3,8.4,208.28,122.46983999999999
1204,1205,Beno Udrih,831,21.9,3.3,7.1,0.46299999999999997,0.6,1.6,0.349,1.2,1.5,0.833,1.4,1.5,0.4,1.7,2.1,3.4,0.7,0.1,8.4,190.5,90.7184
1205,1206,Avery Johnson,1054,25.3,3.4,7.2,0.479,0.0,0.2,0.145,1.5,2.1,0.706,1.7,1.6,0.4,1.3,1.7,5.5,1.0,0.1,8.4,180.34,81.64656
1217,1218,Jarvis Hayes,427,23.2,3.3,7.9,0.415,0.9,2.6,0.35600000000000004,0.9,1.1,0.7979999999999999,0.9,2.0,0.6,2.5,3.1,1.1,0.7,0.1,8.3,200.66,99.79024
1218,1219,Derek Fisher,1288,25.4,2.9,7.2,0.39899999999999997,1.0,2.6,0.374,1.6,1.9,0.8170000000000001,1.1,2.1,0.3,1.7,2.1,3.0,1.0,0.1,8.3,185.42,90.7184
1219,1220,Mickael Pietrus,557,21.5,2.9,6.9,0.425,1.2,3.4,0.355,1.3,1.9,0.665,1.0,2.3,0.8,2.3,3.1,0.8,0.7,0.4,8.3,198.12,95.25432
1220,1221,Jonathon Simmons,258,20.5,3.0,6.9,0.44299999999999995,0.6,1.8,0.317,1.6,2.2,0.7559999999999999,1.3,2.0,0.5,1.9,2.4,1.9,0.6,0.2,8.3,198.12,88.45044
1224,1225,Willie Green,731,20.2,3.3,7.8,0.425,0.7,2.0,0.34600000000000003,1.0,1.3,0.765,1.0,1.7,0.3,1.5,1.8,1.4,0.5,0.1,8.3,193.04,90.7184
1226,1227,Michael Olowokandi,500,26.3,3.6,8.2,0.435,0.0,0.0,0.0,1.1,1.9,0.597,1.8,3.0,1.9,4.9,6.8,0.7,0.5,1.4,8.3,213.36,122.016248
1235,1236,Shawn Long,18,13.0,3.4,6.1,0.56,0.4,1.1,0.368,1.1,1.9,0.5429999999999999,0.7,2.7,2.3,2.4,4.7,0.7,0.5,0.5,8.2,205.74,115.66596000000001
1237,1238,Danny Fortson,440,20.1,2.7,5.8,0.47200000000000003,0.0,0.0,0.16699999999999998,2.8,3.5,0.785,1.5,3.5,2.7,4.5,7.2,0.7,0.4,0.2,8.2,200.66,117.93392
1241,1242,Chris Wilcox,628,19.9,3.3,6.2,0.541,0.0,0.0,0.0,1.5,2.3,0.643,1.1,2.4,1.5,3.4,4.9,0.7,0.5,0.4,8.2,208.28,100.243832
1242,1243,Tyson Chandler,1160,27.3,3.1,5.1,0.597,0.0,0.0,0.0,2.1,3.2,0.644,1.4,2.8,3.0,6.0,9.0,0.8,0.5,1.2,8.2,215.9,106.59411999999999
1247,1248,Dion Glover,294,20.9,3.1,7.6,0.41100000000000003,0.5,1.6,0.317,1.5,1.9,0.7559999999999999,1.3,1.7,0.7,2.3,3.1,1.5,0.8,0.2,8.2,195.58,103.418976
1251,1252,Matt Barnes,929,23.6,3.0,6.9,0.436,1.1,3.2,0.335,1.1,1.5,0.745,1.3,2.5,1.1,3.5,4.6,1.8,0.8,0.5,8.2,200.66,106.59411999999999
1252,1253,Mark Blount,605,23.1,3.3,6.6,0.504,0.1,0.2,0.359,1.4,2.0,0.723,1.5,2.6,1.5,3.1,4.6,0.8,0.5,0.8,8.2,213.36,104.32616
1253,1254,Luther Head,348,22.4,2.9,7.0,0.423,1.3,3.3,0.38799999999999996,1.0,1.3,0.773,1.3,1.5,0.3,2.1,2.4,2.1,0.7,0.1,8.2,190.5,83.91452
1255,1256,Keon Clark,353,22.6,3.3,6.7,0.5,0.0,0.1,0.053,1.5,2.3,0.645,1.3,2.9,1.9,4.1,5.9,0.9,0.5,1.6,8.2,210.82,99.79024
1258,1259,Larry Krystkowiak,420,21.7,3.1,6.7,0.457,0.0,0.1,0.139,2.0,2.5,0.794,1.2,2.5,1.5,3.4,4.9,1.2,0.6,0.1,8.2,205.74,99.79024
1259,1260,Hubert Davis,685,22.1,3.1,6.7,0.45799999999999996,1.1,2.4,0.441,0.9,1.1,0.8370000000000001,0.9,1.5,0.3,1.2,1.5,1.7,0.4,0.1,8.2,195.58,83.007336
1261,1262,Isaiah Canaan,235,20.4,2.6,7.1,0.371,1.6,4.4,0.35100000000000003,1.3,1.6,0.836,1.1,1.5,0.3,1.6,1.9,1.9,0.6,0.1,8.1,182.88,85.275296
1265,1266,Mirza Teletovic,324,17.8,2.9,7.1,0.406,1.7,4.5,0.371,0.7,1.0,0.755,0.8,1.7,0.6,2.6,3.2,0.8,0.3,0.3,8.1,205.74,115.66596000000001
1272,1273,Carlos Delfino,507,22.8,2.9,7.2,0.401,1.3,3.7,0.365,1.0,1.3,0.758,1.0,1.6,0.6,3.0,3.6,1.7,0.9,0.2,8.1,198.12,104.32616
1273,1274,Shawn Bradley,832,23.5,3.3,7.1,0.457,0.0,0.0,0.10300000000000001,1.6,2.2,0.716,1.3,3.1,2.1,4.2,6.3,0.7,0.6,2.5,8.1,228.6,112.490816
1275,1276,Tony Allen,820,22.0,3.2,6.6,0.475,0.2,0.5,0.282,1.6,2.3,0.7090000000000001,1.4,2.4,1.2,2.3,3.5,1.3,1.4,0.4,8.1,193.04,96.615096
1276,1277,Will Bynum,360,18.4,3.1,7.0,0.442,0.2,0.9,0.272,1.7,2.1,0.799,1.6,1.9,0.3,1.2,1.6,3.3,0.7,0.1,8.1,182.88,83.91452
1280,1281,Kurt Thomas,1110,24.5,3.5,7.1,0.486,0.0,0.0,0.281,1.2,1.5,0.76,1.1,3.2,1.7,4.9,6.6,1.1,0.7,0.8,8.1,205.74,106.59411999999999
1288,1289,Terry Dehere,402,18.2,2.7,6.5,0.41100000000000003,0.8,2.2,0.37799999999999995,1.8,2.4,0.779,1.5,2.1,0.4,1.1,1.5,2.6,0.5,0.1,8.0,193.04,86.18248
1290,1291,Salim Stoudamire,157,17.0,2.8,7.0,0.40700000000000003,1.1,2.9,0.366,1.3,1.5,0.882,1.0,1.5,0.1,1.2,1.4,1.0,0.4,0.1,8.0,185.42,81.19296800000002
1295,1296,Greg Oden,105,19.3,3.0,5.3,0.574,0.0,0.0,0.0,2.0,3.0,0.6579999999999999,1.3,3.6,2.4,3.8,6.2,0.5,0.4,1.2,8.0,213.36,129.27372
1299,1300,Aaron Jackson,1,34.5,3.0,9.0,0.33299999999999996,1.0,4.0,0.25,1.0,2.0,0.5,1.0,4.0,2.0,1.0,3.0,1.0,0.0,0.0,8.0,190.5,83.007336
1300,1301,Glen Davis,514,21.1,3.1,7.0,0.447,0.0,0.1,0.182,1.7,2.4,0.7,1.0,2.4,1.4,2.9,4.4,0.9,0.7,0.3,8.0,205.74,131.088088
1303,1304,Stacey Augmon,1001,21.6,3.0,6.5,0.469,0.0,0.1,0.152,1.9,2.6,0.728,1.2,1.7,1.3,1.9,3.2,1.6,1.0,0.3,8.0,203.2,92.98635999999999
1304,1305,Vladimir Radmanovic,737,21.9,2.9,7.0,0.415,1.3,3.5,0.37799999999999995,0.8,1.1,0.758,1.1,2.1,0.9,2.9,3.8,1.4,0.7,0.4,8.0,208.28,106.140528
1309,1310,MarShon Brooks,200,17.3,3.1,6.9,0.447,0.5,1.6,0.345,1.3,1.7,0.7509999999999999,1.2,1.3,0.7,1.5,2.1,1.4,0.6,0.2,8.0,195.58,90.7184
1311,1312,Jorge Garbajosa,74,26.8,3.1,7.5,0.415,1.0,2.8,0.344,0.8,1.1,0.731,0.9,1.2,0.7,4.0,4.7,1.7,1.1,0.2,8.0,205.74,111.13004
1312,1313,Dale Davis,1094,27.1,3.3,6.2,0.53,0.0,0.0,0.0,1.4,2.5,0.562,1.0,2.6,3.0,4.8,7.9,0.9,0.6,1.2,8.0,210.82,104.32616
1313,1314,Marquese Chriss,258,19.3,3.0,6.5,0.455,0.6,2.1,0.289,1.4,2.1,0.667,1.3,2.6,1.3,3.6,4.9,1.1,0.7,0.8,8.0,208.28,105.68693600000002
1314,1315,Milos Teodosic,60,21.4,2.8,6.7,0.42,1.6,4.3,0.37799999999999995,0.7,0.9,0.8109999999999999,2.0,2.2,0.3,2.0,2.4,4.0,0.4,0.1,8.0,195.58,88.904032
1315,1316,Lorenzen Wright,779,23.8,3.3,7.2,0.45899999999999996,0.0,0.0,0.069,1.4,2.1,0.645,1.1,2.9,2.2,4.2,6.3,0.8,0.6,0.7,7.9,210.82,108.86208
1319,1320,Tiago Splitter,355,19.2,3.0,5.4,0.555,0.0,0.0,0.14300000000000002,1.9,2.7,0.6970000000000001,1.1,1.9,1.6,3.4,5.0,1.2,0.6,0.6,7.9,210.82,108.86208
1320,1321,Marreese Speights,705,15.1,3.1,6.7,0.45899999999999996,0.3,0.9,0.35600000000000004,1.4,1.8,0.797,0.9,2.2,1.3,2.7,4.1,0.7,0.3,0.5,7.9,208.28,111.13004
1322,1323,LaSalle Thompson,985,21.6,3.2,6.5,0.49200000000000005,0.0,0.0,0.154,1.6,2.1,0.737,1.7,3.2,2.2,4.6,6.8,1.2,0.8,1.0,7.9,208.28,111.13004
1324,1325,Bryon Russell,841,23.5,2.7,6.3,0.431,0.8,2.2,0.369,1.7,2.3,0.75,1.0,2.4,0.9,2.6,3.5,1.3,1.0,0.2,7.9,200.66,102.0582
1326,1327,Gary Grant,552,22.8,3.4,7.5,0.45,0.2,0.6,0.278,1.0,1.3,0.7759999999999999,2.3,2.2,0.6,1.7,2.3,5.4,1.5,0.1,7.9,190.5,83.91452
1329,1330,Jordan Hill,409,18.8,3.3,6.7,0.49700000000000005,0.0,0.1,0.136,1.3,1.8,0.6990000000000001,1.0,2.1,2.1,3.7,5.8,0.8,0.4,0.7,7.9,208.28,106.59411999999999
1333,1334,Omri Casspi,588,20.3,2.9,6.4,0.45399999999999996,0.8,2.3,0.368,1.2,1.8,0.6779999999999999,1.0,1.6,0.8,3.2,4.0,1.1,0.6,0.2,7.9,205.74,102.0582
1336,1337,Marquis Daniels,548,21.4,3.2,7.2,0.451,0.2,0.8,0.235,1.2,1.7,0.721,1.2,1.6,1.0,1.9,2.8,1.8,0.9,0.2,7.9,198.12,90.7184
1340,1341,Francisco Garcia,549,21.6,2.8,6.7,0.42700000000000005,1.1,3.0,0.35700000000000004,1.1,1.4,0.799,1.0,2.2,0.5,2.0,2.6,1.4,0.8,0.7,7.9,200.66,88.45044
1343,1344,Chase Budinger,407,19.7,2.9,6.8,0.43,1.0,2.9,0.35200000000000004,1.0,1.3,0.797,0.8,1.2,0.6,2.5,3.0,1.2,0.5,0.2,7.9,200.66,98.88305600000001
1347,1348,Ronnie Brewer,502,23.0,3.1,6.3,0.49,0.2,0.7,0.254,1.5,2.2,0.675,0.8,1.1,0.9,1.9,2.8,1.6,1.2,0.2,7.8,200.66,98.88305600000001
1348,1349,Daniel Gibson,397,23.5,2.7,6.7,0.402,1.5,3.6,0.40700000000000003,1.0,1.3,0.78,0.9,2.0,0.4,1.6,2.0,2.0,0.6,0.2,7.8,187.96,86.18248
1358,1359,Khalid Reeves,277,21.1,2.7,6.5,0.41600000000000004,0.8,2.3,0.363,1.6,2.2,0.7440000000000001,1.6,2.3,0.6,1.5,2.1,3.2,0.8,0.1,7.8,190.5,91.171992
1359,1360,Greg Smith,524,23.4,3.3,6.9,0.48200000000000004,0.0,0.0,0.0,1.2,1.8,0.6459999999999999,0.0,3.0,0.8,1.5,6.2,1.8,0.5,0.1,7.8,208.28,113.398
1361,1362,Alan Henderson,652,21.1,3.0,6.5,0.469,0.0,0.0,0.192,1.7,2.7,0.639,1.1,2.2,2.2,2.8,5.0,0.6,0.6,0.5,7.8,205.74,106.59411999999999
1362,1363,Olden Polynice,1058,23.5,3.4,6.7,0.505,0.0,0.0,0.192,1.1,2.0,0.536,1.1,2.7,2.6,4.1,6.7,0.7,0.5,0.6,7.8,213.36,113.398
1372,1373,Bimbo Coles,852,23.8,3.0,7.0,0.425,0.3,1.1,0.267,1.5,1.8,0.8109999999999999,1.5,2.1,0.6,1.6,2.1,3.9,0.9,0.2,7.8,187.96,82.553744
1373,1374,Sam Mack,259,19.4,2.8,6.9,0.4,1.3,3.4,0.374,1.0,1.2,0.831,0.8,1.8,0.4,1.6,2.1,1.3,0.6,0.1,7.8,200.66,99.79024
1374,1375,Reggie Williams,206,18.1,2.9,6.4,0.456,1.0,2.6,0.365,1.0,1.3,0.75,0.7,1.2,0.5,1.9,2.4,1.5,0.4,0.1,7.8,201.0,86.0
1376,1377,Tariq Abdul-Wahad,236,20.4,3.1,7.3,0.41700000000000004,0.1,0.3,0.237,1.6,2.2,0.703,1.3,2.1,1.2,2.1,3.3,1.1,0.8,0.4,7.8,198.12,101.151016
1383,1384,Hollis Thompson,265,24.2,2.8,6.8,0.413,1.4,3.6,0.386,0.8,1.1,0.7070000000000001,0.8,2.0,0.8,2.4,3.1,1.1,0.6,0.3,7.7,203.2,93.439952
1390,1391,Muggsy Bogues,889,28.6,3.2,7.0,0.45799999999999996,0.1,0.4,0.27699999999999997,1.2,1.4,0.8270000000000001,1.6,1.8,0.6,2.0,2.6,7.6,1.5,0.0,7.7,160.02,63.956472
1391,1392,Jordan Farmar,504,19.5,2.9,6.8,0.423,1.2,3.1,0.374,0.8,1.0,0.7390000000000001,1.4,1.4,0.3,1.6,1.9,2.9,0.8,0.1,7.7,187.96,81.64656
1396,1397,Tyrus Thomas,402,19.7,2.9,6.5,0.43799999999999994,0.0,0.1,0.235,2.0,2.7,0.732,1.3,2.5,1.4,3.5,4.8,0.9,0.8,1.3,7.7,205.74,97.52228000000001
1397,1398,Samuel Dalembert,886,24.4,3.2,6.1,0.521,0.0,0.0,0.083,1.3,1.9,0.706,1.4,2.9,2.6,5.3,7.8,0.5,0.5,1.7,7.7,210.82,113.398
1409,1410,Tyus Edney,226,21.0,2.6,6.4,0.405,0.3,0.9,0.322,2.2,2.7,0.8059999999999999,1.7,1.7,0.5,1.2,1.7,4.0,1.0,0.0,7.6,177.8,68.945984
1411,1412,Craig Smith,403,16.9,3.0,5.5,0.5529999999999999,0.0,0.1,0.037000000000000005,1.6,2.4,0.6609999999999999,1.0,2.4,1.3,2.5,3.9,0.8,0.5,0.2,7.6,200.66,123.377024
1413,1414,Toney Douglas,394,19.1,2.8,6.9,0.40399999999999997,1.1,3.2,0.354,1.0,1.2,0.8240000000000001,1.0,2.0,0.5,1.7,2.2,2.3,0.9,0.1,7.6,185.42,90.7184
1414,1415,Henry Sims,135,18.8,3.0,6.3,0.47100000000000003,0.0,0.2,0.174,1.6,2.1,0.767,1.1,2.1,1.8,3.1,5.0,1.0,0.6,0.5,7.6,208.28,111.13004
1417,1418,Kasib Powell,11,27.7,3.2,8.6,0.368,0.7,3.0,0.242,0.5,0.8,0.667,0.5,1.6,0.7,3.3,4.0,1.6,0.8,0.2,7.6,200.66,97.52228000000001
1418,1419,Shannon Brown,409,17.9,2.9,7.0,0.42,0.7,2.0,0.332,1.1,1.4,0.807,0.9,1.3,0.4,1.4,1.9,1.1,0.7,0.2,7.6,193.04,92.98635999999999
1421,1422,John Wallace,381,16.1,3.0,6.6,0.462,0.0,0.1,0.3,1.5,2.1,0.74,1.2,1.9,0.9,1.9,2.8,0.7,0.4,0.6,7.6,205.74,102.0582
1422,1423,Ike Austin,432,19.3,3.0,6.7,0.446,0.0,0.1,0.17600000000000002,1.6,2.4,0.67,1.6,2.2,1.4,3.3,4.7,1.2,0.5,0.5,7.6,208.28,122.46983999999999
1423,1424,Antonio Daniels,871,22.6,2.6,5.9,0.444,0.4,1.3,0.311,2.0,2.5,0.7929999999999999,1.1,1.1,0.3,1.6,1.9,3.4,0.6,0.1,7.6,193.04,88.45044
1424,1425,John Henson,445,19.7,3.2,6.0,0.54,0.0,0.2,0.25,1.1,1.9,0.568,1.1,2.2,1.8,3.5,5.3,1.1,0.5,1.4,7.6,210.82,99.79024
1425,1426,Dedric Willoughby,25,20.3,2.4,7.2,0.341,1.2,3.9,0.29600000000000004,1.6,2.0,0.765,1.5,1.3,0.4,1.6,2.0,2.6,0.9,0.1,7.6,190.5,81.64656
1427,1428,Travis Best,708,21.4,2.8,6.6,0.431,0.4,1.1,0.345,1.6,1.9,0.835,1.3,2.3,0.3,1.4,1.8,3.5,0.9,0.1,7.6,180.34,82.553744
1431,1432,Rumeal Robinson,336,18.1,3.0,7.0,0.43200000000000005,0.3,1.0,0.344,1.2,2.0,0.611,1.7,1.8,0.5,1.3,1.8,3.5,0.9,0.2,7.6,187.96,88.45044
1434,1435,James Robinson,381,18.2,2.8,7.0,0.39399999999999996,1.0,3.0,0.348,1.0,1.5,0.6659999999999999,1.3,1.7,0.5,1.2,1.7,1.9,0.5,0.2,7.6,187.96,81.64656
1436,1437,Erick Strickland,501,20.3,2.7,6.8,0.392,0.8,2.3,0.35100000000000003,1.4,1.7,0.826,1.3,1.9,0.4,2.2,2.6,2.4,0.8,0.1,7.5,190.5,95.25432
1440,1441,Rasual Butler,809,21.3,2.8,7.0,0.40299999999999997,1.1,3.1,0.36200000000000004,0.7,1.0,0.747,0.7,1.4,0.4,2.0,2.4,0.8,0.4,0.5,7.5,200.66,92.98635999999999
1447,1448,Tyler Ulis,133,20.9,3.0,7.4,0.40299999999999997,0.5,1.7,0.28,1.0,1.3,0.8079999999999999,1.5,1.5,0.3,1.3,1.7,4.0,0.9,0.1,7.5,177.8,68.0388
1448,1449,Eric Piatkowski,789,18.5,2.6,6.0,0.434,1.1,2.7,0.39899999999999997,1.2,1.5,0.8390000000000001,0.8,1.5,0.6,1.5,2.2,1.0,0.5,0.1,7.5,200.66,97.52228000000001
1450,1451,Antonio Blakeney,76,15.0,2.9,7.1,0.406,0.7,1.9,0.35700000000000004,1.1,1.5,0.696,0.6,0.8,0.1,1.7,1.8,0.8,0.2,0.1,7.5,193.04,89.357624
1452,1453,Chris Mihm,436,20.1,2.9,6.3,0.45899999999999996,0.0,0.0,0.231,1.7,2.5,0.7040000000000001,1.2,2.9,2.0,3.3,5.3,0.5,0.3,1.0,7.5,215.9,120.20188
1456,1457,Eddie House,717,17.3,2.9,7.1,0.409,1.1,2.9,0.39,0.5,0.6,0.851,0.8,1.3,0.2,1.5,1.7,1.6,0.7,0.1,7.5,185.42,81.64656
1460,1461,Fred Jones,430,24.0,2.5,6.2,0.41100000000000003,0.8,2.3,0.353,1.6,2.0,0.809,1.2,1.9,0.4,1.9,2.2,2.3,0.8,0.3,7.5,187.96,98.88305600000001
1461,1462,Adam Morrison,161,20.4,2.9,7.8,0.373,0.8,2.3,0.331,0.9,1.2,0.71,1.1,1.7,0.5,1.6,2.1,1.4,0.2,0.1,7.5,203.2,92.98635999999999
1462,1463,Ky Bowman,45,22.6,3.0,7.1,0.41700000000000004,0.7,2.4,0.308,0.8,0.9,0.8290000000000001,1.6,2.3,0.5,2.1,2.7,2.9,1.0,0.2,7.4,185.42,84.821704
1463,1464,Jerome Dyson,9,20.0,2.1,5.3,0.396,0.1,0.9,0.125,3.1,4.0,0.778,2.2,2.1,0.2,1.9,2.1,2.0,1.2,0.2,7.4,190.5,81.64656
1468,1469,Jeff Grayer,438,18.9,3.1,6.7,0.457,0.1,0.3,0.255,1.3,1.9,0.6629999999999999,1.1,1.7,1.3,1.6,3.0,1.4,0.6,0.1,7.4,195.58,95.25432
1472,1473,Larry Stewart,270,20.1,2.8,5.6,0.509,0.0,0.2,0.205,1.7,2.3,0.753,1.3,2.1,1.6,2.3,4.0,1.3,0.5,0.4,7.4,203.2,104.32616
1474,1475,Sebastian Telfair,564,21.5,2.7,7.0,0.39,0.6,2.0,0.319,1.3,1.7,0.777,1.5,2.1,0.3,1.3,1.6,3.5,0.7,0.1,7.4,182.88,72.57472
1478,1479,Alexey Shved,182,18.0,2.4,6.6,0.369,0.9,2.9,0.306,1.6,2.1,0.762,1.3,1.1,0.5,1.5,2.0,2.5,0.6,0.3,7.4,198.12,82.553744
1480,1481,Shandon Anderson,719,22.2,2.8,6.1,0.457,0.4,1.4,0.316,1.4,1.9,0.7390000000000001,1.3,2.0,0.8,2.3,3.1,1.4,0.8,0.3,7.4,198.12,94.34713599999999
1481,1482,Erick Dampier,987,24.3,2.8,5.7,0.498,0.0,0.0,0.125,1.8,2.8,0.626,1.5,2.9,2.8,4.3,7.1,0.8,0.3,1.4,7.4,210.82,120.20188
1483,1484,Aaron McKie,793,24.2,2.9,6.5,0.43799999999999994,0.5,1.4,0.35,1.2,1.5,0.779,1.3,2.0,0.6,2.7,3.3,2.7,1.2,0.2,7.4,195.58,94.800728
1485,1486,Byron Mullens,189,18.2,2.9,7.2,0.408,0.6,1.8,0.319,0.9,1.3,0.706,1.0,1.8,1.1,3.1,4.2,0.8,0.4,0.5,7.4,213.36,124.7378
1487,1488,Matt Maloney,295,25.3,2.7,6.5,0.408,1.4,3.6,0.37200000000000005,0.7,0.9,0.797,1.3,1.3,0.2,1.5,1.7,2.9,0.8,0.0,7.4,190.5,90.7184
1488,1489,Carlos Rogers,298,19.0,3.0,5.6,0.536,0.1,0.4,0.258,1.3,2.3,0.562,1.0,1.7,1.7,2.6,4.3,0.6,0.4,0.8,7.4,210.82,99.79024
1491,1492,Oliver Miller,493,23.0,3.1,5.8,0.534,0.0,0.1,0.11599999999999999,1.1,1.7,0.639,1.9,3.0,1.9,4.0,5.9,2.2,0.9,1.5,7.4,205.74,140.61352
1495,1496,Othella Harrington,709,19.6,2.9,5.6,0.505,0.0,0.0,0.0,1.7,2.2,0.738,1.3,2.6,1.5,2.9,4.4,0.6,0.3,0.4,7.4,205.74,106.59411999999999
1497,1498,Wayne Selden,124,19.1,2.7,6.5,0.41600000000000004,0.9,2.6,0.34299999999999997,1.0,1.4,0.723,1.2,1.7,0.4,1.6,2.0,1.5,0.5,0.2,7.3,195.58,104.32616
1500,1501,Alan Anderson,330,20.6,2.6,6.3,0.405,1.0,2.9,0.344,1.2,1.5,0.816,0.9,1.8,0.5,1.7,2.2,1.1,0.6,0.1,7.3,198.12,99.79024
1501,1502,Dennis Rodman,911,31.7,3.0,5.8,0.521,0.1,0.4,0.231,1.2,2.0,0.584,1.6,3.1,4.8,8.4,13.1,1.8,0.7,0.6,7.3,198.12,99.79024
1503,1504,Brevin Knight,729,24.9,2.8,6.7,0.41200000000000003,0.0,0.2,0.134,1.8,2.2,0.789,1.9,2.5,0.4,2.1,2.5,6.1,1.7,0.1,7.3,177.8,78.471416
1506,1507,Jayson Williams,475,20.6,2.9,6.5,0.44,0.0,0.1,0.125,1.6,2.6,0.606,1.1,2.7,3.3,4.2,7.5,0.6,0.4,0.6,7.3,205.74,108.86208
1507,1508,Tony Dumas,156,14.2,2.6,6.5,0.40399999999999997,0.7,2.0,0.327,1.4,2.3,0.608,0.9,1.6,0.6,0.7,1.3,1.2,0.4,0.1,7.3,198.12,86.18248
1509,1510,Donatas Motiejunas,251,18.2,2.9,6.2,0.469,0.5,1.6,0.3,1.0,1.7,0.597,1.1,2.1,1.2,2.6,3.8,1.1,0.5,0.3,7.3,213.36,100.697424
1512,1513,Jason Caffey,462,19.6,2.8,5.7,0.48100000000000004,0.0,0.0,0.0,1.8,2.8,0.637,1.4,2.5,1.8,2.6,4.4,0.9,0.5,0.2,7.3,203.2,116.119552
1513,1514,Fred Roberts,818,18.0,2.8,5.5,0.502,0.1,0.2,0.325,1.7,2.1,0.7959999999999999,1.2,1.9,1.0,1.8,2.8,1.2,0.5,0.3,7.3,208.28,98.88305600000001
1516,1517,Pat Garrity,552,20.0,2.7,6.4,0.41700000000000004,1.1,2.9,0.39799999999999996,0.8,1.0,0.8059999999999999,0.8,2.3,0.6,2.0,2.6,0.8,0.4,0.2,7.3,205.74,107.95489599999999
1523,1524,Greg Anthony,757,20.9,2.5,6.3,0.40299999999999997,0.8,2.3,0.349,1.4,1.9,0.733,1.4,1.7,0.4,1.5,1.9,4.0,1.2,0.1,7.3,185.42,81.64656
1524,1525,Michael Cage,1140,26.1,2.9,5.7,0.514,0.0,0.0,0.0,1.4,2.2,0.664,1.0,2.3,2.8,4.8,7.6,0.9,0.9,0.6,7.3,205.74,112.490816
1527,1528,Cedric Henderson,260,23.8,3.0,6.9,0.436,0.0,0.2,0.14,1.2,1.7,0.715,1.5,2.2,0.7,2.2,2.9,1.6,0.9,0.4,7.2,200.66,97.52228000000001
1528,1529,Anderson Varejao,631,23.9,2.9,5.6,0.509,0.0,0.1,0.023,1.5,2.4,0.63,0.9,2.6,2.4,4.8,7.2,1.2,0.9,0.6,7.2,208.28,104.32616
1529,1530,C.J. Watson,600,20.2,2.5,6.0,0.419,0.8,2.1,0.373,1.4,1.7,0.812,1.1,1.5,0.4,1.6,1.9,2.5,0.9,0.1,7.2,187.96,81.64656
1533,1534,Jamaal Magloire,680,21.5,2.6,5.4,0.48,0.0,0.0,0.0,2.0,3.2,0.639,1.5,2.6,2.1,4.4,6.5,0.6,0.3,0.9,7.2,208.28,117.93392
1534,1535,Roshown McLeod,113,18.8,3.0,7.3,0.409,0.0,0.4,0.111,1.2,1.5,0.8190000000000001,1.2,1.8,0.8,1.9,2.7,1.1,0.4,0.1,7.2,203.2,99.79024
